,VEHQ,BEDROOMQ,STATE,SAVACCTX,EARNCOMP,NEWID,AGE_REF,SWIMPOOL,HLFBATHQ,FINDRETX,INCLASS,SEX2,OCCUCOD1,OCCUCOD2,NO_EARNR,SECESTX,RACE2,REF_RACE,VEHQL,FAM_SIZE,SEX_REF,PERSLT18,POVLEVCY,BATHRMQ,AGE2,TOTEXPCQ,PERSOT64,INC_RANK,NUM_AUTO,TOTEXPPQ,REGION,Entertainment,Misc,Housing,housing,Neccessities,Type_home,Income,Transportation,Medical
3107,1,3,,.,1,2578514,38,,0,0,5,,2.0,,1,.,,1,0,1,2,0,12424,2,.,7662.0,0,0.2221,1,3394.5,2.0,373.0,177.0,7103.0,4695.333,2771.0,8,40382.5,947.0,726.0
3108,1,4,2.0,.,2,2578524,47,,0,0,9,2.0,1.0,1.0,2,.,1.0,1,0,2,1,0,15989,3,50,7125.6,0,.,0,3365.3,4.0,0.0,444.0,5521.0,5062.667,3120.0,1,2355.8999999999996,1172.0,170.0
3109,1,2,1.0,.,1,2578534,36,,0,0,2,2.0,13.0,,1,.,1.0,1,0,4,1,2,24219,2,36,3801.9667,0,0.0606,0,2251.4833,3.0,629.0,162.0,1922.0,1240.0,4336.0,1,8741.75,632.667,549.7
3110,1,2,17.0,.,1,2578544,30,,0,0,4,,10.0,,1,.,,2,0,3,2,2,19243,1,.,3727.3333,0,0.1715,1,2107.6666,2.0,0.0,0.0,2955.0,1505.0,3164.0,8,28437.999900000003,1675.0,0.0
3111,1,2,36.0,.,4,2578554,27,,0,0,8,2.0,12.0,,5,.,4.0,4,0,7,1,1,39553,2,26,11295.0666,0,0.5168,1,3566.0333,1.0,1417.0,480.0,4750.0,2006.0,4462.0,4,63495.0999,3684.333,0.0
3112,2,3,42.0,.,3,2578564,54,1.0,1,0,9,2.0,13.0,7.0,3,.,1.0,1,0,3,1,0,18680,1,52,5138.6999,0,.,1,3238.35,1.0,282.0,658.0,2685.0,1338.3329999999999,2301.0,1,2027.0499,1307.0,964.0
3113,2,2,20.0,.,8,2578594,87,,0,0,9,2.0,,,0,.,1.0,1,0,2,1,0,14430,2,87,14361.6,2,0.6874,2,33295.8,2.0,1131.0,112.0,9513.0,6191.6669999999995,4316.0,5,72247.0,707.0,2447.4
3114,1,4,17.0,.,1,2578634,61,,1,0,8,,3.0,,1,.,,1,0,1,2,0,12424,2,.,3666.6667,0,0.5537,0,1469.8333,2.0,199.0,390.0,2456.0,1005.0,697.0,1,104994.5,774.0,599.0
3115,2,3,42.0,.,4,2578644,51,,1,5016,9,,6.0,,2,.,,1,0,2,1,0,15989,2,.,7884.2001,0,0.7629,2,4180.1,1.0,679.0,249.0,2742.5,1078.333,4540.0,1,176979.8001,1828.0,1994.0
3116,1,1,6.0,.,8,2578684,87,,0,0,5,,,,0,.,,1,0,1,1,0,11452,1,.,4212.4667,1,0.2132,1,2014.2333,4.0,185.0,120.0,3535.0,1955.0,2686.0,8,19300.0,666.0,559.7
3117,4,4,48.0,.,2,2578694,43,,1,0,9,1.0,10.0,12.0,2,.,2.0,2,0,2,2,0,15989,2,49,13054.7952,0,0.9983,1,6915.8976,3.0,505.0,138.0,2565.0,1359.0,7940.0,1,617895.6928000001,8574.0,221.0
3118,2,5,41.0,.,1,2578734,29,,1,0,2,,5.0,,1,.,,1,0,1,1,0,12424,2,.,3582.1667,0,0.043,1,2365.5834,4.0,925.0,0.0,1939.0,1256.0,4420.0,1,13760.7501,662.667,0.0
3119,1,2,39.0,.,8,2578744,39,,0,0,3,,,,0,.,,1,0,3,2,2,19243,1,.,4148.0,0,.,0,2525.0,2.0,910.0,225.0,3753.0,1975.3329999999999,2220.0,1,0.0,1088.333,0.0
3120,1,3,,.,7,2578764,35,,0,0,5,,,,1,.,,2,0,3,2,1,19219,1,.,4902.1666,0,.,0,2618.0833,3.0,937.0,60.0,2701.0,574.3330000000001,3610.0,1,3057.2499,3052.0,0.0
3121,5,3,2.0,.,2,2578784,57,,1,0,9,2.0,3.0,3.0,2,.,1.0,1,0,2,1,0,15989,2,56,21158.9235,0,0.9949,2,9343.9617,4.0,6142.0,150.0,8918.0,7389.3330000000005,9465.0,1,837754.8852,9682.0,610.0
3122,2,5,45.0,.,2,2578804,52,,2,4800,9,2.0,3.0,4.0,2,.,2.0,2,0,5,1,1,30135,3,54,24309.3333,0,0.8689,2,17213.6667,3.0,4238.0,255.0,13815.0,6927.0,12051.0,1,243495.0,4450.0,3725.0
3123,3,4,4.0,.,2,2578824,35,,0,0,9,1.0,4.0,7.0,2,.,1.0,1,0,5,2,3,28496,2,35,48945.8334,0,0.7838,1,3393.9167,4.0,967.0,75.0,2950.0,801.0,5100.0,1,185258.7501,44539.0,900.0
3124,1,2,,.,1,2578843,57,,0,0,4,,15.0,,1,.,,1,0,1,1,0,12424,2,.,0.0,0,.,0,17578.4426,3.0,210.0,210.0,993.0,0.0,2374.0,9,2654.4426,9264.0,8342.0
3125,3,4,,.,2,2578853,59,,0,0,9,1.0,2.0,1.0,2,.,1.0,1,0,2,2,0,15989,3,60,0.0,0,0.752,1,16448.9501,2.0,925.0,456.0,4060.0,5.0,4498.0,1,173159.95010000002,3622.0,715.0
3126,0,2,48.0,.,8,2578863,62,,0,0,2,,,,0,.,,2,0,1,2,0,12424,1,.,0.0,0,0.0791,0,1914.0,3.0,257.0,207.0,1380.0,6.0,261.0,8,9692.0,450.0,0.0
3127,2,4,36.0,.,4,2578873,50,,1,0,9,,3.0,,3,.,,1,0,3,2,0,18680,3,.,0.0,0,0.9183,0,14062.1501,1.0,180.0,150.0,5772.0,0.0,4990.0,1,288801.15009999997,5412.0,0.0
3128,1,1,23.0,.,1,2578893,64,,0,0,1,,3.0,,1,.,,1,0,1,2,0,12424,2,.,0.0,0,0.0014,1,7585.5,1.0,470.0,0.0,1525.5,0.0,4120.0,1,-2000.0,1627.0,1506.0
3129,0,2,6.0,.,7,2578903,45,,0,0,3,,,,1,.,,5,0,5,2,2,29213,2,.,0.0,0,.,0,5902.3999,4.0,117.0,169.0,3935.0,6.0,3020.0,8,10440.3999,540.0,0.0
3130,1,2,39.0,.,1,2578953,51,,0,0,9,,7.0,,1,.,,1,0,1,1,0,12424,2,.,0.0,0,0.6775,1,13557.25,2.0,1369.0,168.0,2760.5,0.0,4497.0,1,141413.75,6883.0,602.0
3131,3,4,42.0,.,3,2578963,55,,1,0,9,2.0,6.0,3.0,4,.,1.0,1,0,4,1,0,24631,3,53,0.0,0,0.8316,2,26135.0002,1.0,1574.0,519.0,7604.0,5.0,6420.0,1,208191.0002,6424.0,167.0
3132,1,3,45.0,.,1,2578993,46,,1,0,3,,10.0,,1,.,,2,0,2,2,1,16460,1,.,0.0,0,0.0889,0,4544.25,3.0,360.0,120.0,2265.0,5.0,2385.0,1,20489.25,1350.0,0.0
3133,2,3,,.,1,2579003,65,,1,0,7,1.0,5.0,,1,.,1.0,1,0,2,2,0,14430,1,65,0.0,2,0.4207,0,10351.4499,3.0,946.0,342.0,1792.0,5.0,4601.0,1,54271.749899999995,5349.0,714.7
3134,2,1,42.0,.,2,2579073,49,,1,0,8,2.0,1.0,4.0,2,.,1.0,1,0,2,1,0,15989,1,47,0.0,0,0.6003,2,10253.05,1.0,1023.0,93.0,2188.0,6.0,2609.0,1,117171.05,3644.0,3335.0
3135,5,4,48.0,.,2,2579083,32,,0,0,9,2.0,18.0,10.0,2,.,2.0,2,0,5,1,2,29213,2,28,0.0,0,0.8078,2,12156.9999,3.0,343.0,530.0,5284.0,5.0,3404.0,1,198313.9999,6622.0,0.0
3136,1,2,27.0,.,4,2579093,31,,1,0,9,,8.0,,2,.,,1,0,2,1,0,15989,2,.,0.0,0,0.8377,0,18721.2501,2.0,301.0,480.0,5394.0,5.0,7660.0,2,216287.2501,4845.5,180.0
3137,1,3,21.0,.,8,2579143,68,,1,0,6,1.0,,,0,.,1.0,1,0,2,2,0,14430,2,69,0.0,2,0.4264,1,24590.4,3.0,1681.0,352.0,5725.0,5.0,4091.0,1,37366.0,12093.0,3408.4
3138,2,1,6.0,.,1,2579153,22,,0,0,5,,4.0,,1,.,,1,0,1,2,0,12424,1,.,0.0,0,0.2928,1,7217.25,4.0,310.0,195.0,3926.0,6.0,2330.0,8,52497.25,2484.0,0.0
3139,1,1,6.0,.,1,2579223,36,1.0,0,0,8,2.0,3.0,,1,.,4.0,4,0,4,1,2,24219,1,33,0.0,0,0.6152,1,8334.5,4.0,0.0,120.0,3804.0,5.0,2935.0,8,121147.5,2631.0,720.0
3140,2,4,51.0,.,5,2579253,67,,1,0,9,2.0,,2.0,1,.,1.0,1,0,2,1,0,14430,2,67,0.0,2,0.9414,1,32028.1501,3.0,452.0,816.0,16472.0,5.0,6926.0,1,160085.7501,7636.0,2287.4
3141,1,2,23.0,.,8,2579323,82,1.0,0,0,3,,,,0,.,,1,0,1,2,0,11452,2,.,0.0,1,0.0944,1,2810.7,1.0,90.0,90.0,718.0,5.0,676.0,9,10859.0,450.0,989.7
3142,3,4,20.0,.,1,2579333,40,,0,0,9,,3.0,,1,.,,1,0,1,2,0,12424,3,.,0.0,0,0.8741,1,40023.7501,2.0,342.0,649.0,8666.0,5.0,7310.0,4,197940.7501,19171.0,1790.0
3143,2,2,51.0,.,2,2579373,43,,1,0,6,2.0,3.0,11.0,2,.,1.0,1,0,2,1,0,15989,1,47,0.0,0,0.3451,2,6818.75,3.0,159.0,900.0,3455.0,5.0,1950.0,6,60673.75,2537.0,120.0
3144,1,3,,.,1,2579383,36,,0,0,7,,3.0,,1,.,,4,0,3,2,2,19243,1,.,0.0,0,0.4952,0,12304.7501,2.0,1705.0,225.0,5583.0,5.0,5211.0,1,90860.7501,4610.0,40.0
3145,2,3,,.,4,2579394,49,,0,0,8,,3.0,,3,.,,1,0,3,2,0,18680,2,.,0.0,0,0.6366,2,10359.65,2.0,403.0,0.0,3083.0,5.0,5044.0,8,127316.65,5478.0,120.0
3146,2,3,,.,2,2579403,56,,1,0,9,1.0,16.0,1.0,2,.,1.0,1,0,2,2,0,15989,2,53,0.0,0,0.8596,0,21084.9426,2.0,3123.0,429.0,5414.0,5.0,3578.0,1,178801.9426,8736.0,500.0
3147,0,1,36.0,.,8,2579413,87,,0,0,2,,,,0,.,,1,0,1,2,0,11452,1,.,0.0,1,.,0,5799.0,1.0,0.0,291.0,4659.0,0.0,2280.0,7,0.0,0.0,0.0
3148,3,3,13.0,.,4,2579423,49,,0,0,9,,1.0,,3,.,,2,0,6,2,3,32917,2,.,0.0,0,0.916,1,11886.8499,3.0,460.0,678.0,3741.0,5.0,3549.0,1,261032.8499,4998.0,0.0
3149,2,3,31.0,.,2,2579443,47,,0,0,9,2.0,2.0,2.0,2,.,1.0,1,2,3,1,1,19219,2,54,0.0,0,0.8531,1,15260.0,2.0,1080.0,880.0,3615.0,5.0,5900.0,1,224852.0,9619.0,561.0
3150,2,2,6.0,.,4,2579493,23,,0,0,8,,3.0,,2,.,,1,0,2,2,0,15989,1,.,0.0,0,0.5401,2,9037.4999,4.0,610.0,410.0,3002.0,0.0,2340.0,5,101056.4999,3449.0,540.0
3151,1,2,41.0,.,1,2579543,44,,0,0,3,,10.0,,1,.,,1,0,1,2,0,12424,1,.,0.0,0,0.1136,0,4067.25,4.0,202.0,175.0,2675.0,6.0,1370.0,1,14038.25,1181.0,0.0
3152,1,2,26.0,.,4,2579573,55,,0,0,6,,10.0,,2,.,,1,0,2,2,0,15989,2,.,0.0,0,.,1,5106.45,2.0,135.0,0.0,2595.0,5.0,1266.0,8,585.45,2700.0,0.0
3153,2,3,,.,8,2579583,87,,1,0,5,2.0,,,0,.,1.0,1,0,2,1,0,14430,2,87,0.0,2,0.3276,1,9412.9,2.0,432.0,215.0,2422.5,5.0,1768.0,1,28918.0,3160.0,3799.4
3154,1,2,45.0,.,8,2579593,18,,0,0,2,,,,0,.,,1,0,1,1,0,12424,2,.,0.0,0,.,0,6237.0,3.0,320.0,0.0,2280.0,0.0,1274.0,8,0.0,7500.0,0.0
3155,2,3,9.0,.,8,2579623,69,,1,0,7,2.0,,,0,.,1.0,1,0,2,1,0,14430,1,67,0.0,2,.,0,9694.4,1.0,1452.0,79.0,2058.0,0.0,4330.0,1,0.0,1889.0,1838.4
3156,1,2,12.0,.,8,2579633,87,,0,0,3,,,,0,.,,1,0,1,1,0,11452,2,.,0.0,1,0.1327,1,5207.7,3.0,450.0,236.0,1739.0,5.0,910.0,1,13499.0,933.0,299.7
3157,2,3,,.,4,2579653,26,,0,0,6,,15.0,,2,.,,1,0,2,1,0,15989,2,.,0.0,0,0.4452,0,7794.2501,3.0,299.0,420.0,2603.0,5.0,5426.0,1,79957.2501,3722.25,18.0
3158,1,2,48.0,.,2,2579663,27,,0,0,5,2.0,5.0,10.0,2,.,2.0,2,0,2,1,0,15989,1,22,0.0,0,0.232,0,6703.7501,3.0,210.0,213.0,2587.0,5.0,4195.0,1,42401.750100000005,1930.0,0.0
3159,2,1,6.0,.,1,2579673,48,,1,0,8,,5.0,,1,.,,1,0,1,1,0,12424,1,.,0.0,0,0.5356,0,11267.25,4.0,1563.0,109.0,5749.0,5.0,3797.0,8,100956.25,1568.0,160.0
3160,1,5,16.0,.,8,2579723,67,,1,0,7,1.0,,,0,.,1.0,1,0,2,2,0,14430,3,79,0.0,2,0.4898,0,6453.4,4.0,244.0,306.0,3793.0,5.0,2340.0,1,44248.0,540.0,966.4
3161,1,1,18.0,.,8,2579743,59,,0,0,4,,,,0,.,,1,0,1,1,0,12424,1,.,0.0,0,0.1637,0,6326.0,2.0,300.0,105.0,2589.0,5.0,3227.0,7,15659.0,3032.0,8.0
3162,2,3,49.0,.,2,2579783,35,,1,0,4,1.0,2.0,1.0,2,.,1.0,1,0,5,2,3,28496,2,37,0.0,0,0.4268,0,15216.5,4.0,1668.0,349.0,3884.5,5.0,6602.0,1,78265.0,5754.0,1311.0
3163,2,4,6.0,.,3,2579803,61,,1,1296,9,2.0,11.0,4.0,3,.,1.0,1,0,3,1,0,18680,2,59,0.0,0,0.8907,1,19601.7499,4.0,495.0,645.0,9417.0,5.0,4550.0,1,258442.7499,9509.0,234.0
3164,2,2,12.0,.,1,2579833,55,,0,0,6,,10.0,,1,.,,1,0,2,1,0,15989,2,.,0.0,1,.,2,7323.1499,3.0,726.0,165.0,2452.0,0.0,1720.0,9,18993.4499,3580.0,758.7
3165,0,4,13.0,.,1,2579853,45,,0,0,5,,13.0,,1,.,,1,0,1,1,0,12424,2,.,0.0,0,.,0,13185.2,3.0,351.0,660.0,8675.0,5.0,5095.0,1,895.2,544.0,0.0
3166,0,2,36.0,.,4,2579873,58,,0,0,5,,10.0,,2,.,,1,0,2,2,0,15989,1,.,0.0,0,0.0562,0,6938.6501,1.0,264.0,207.0,4809.0,6.0,2147.0,8,14898.650099999999,243.0,49.0
3167,3,3,42.0,.,2,2579893,38,,1,0,8,1.0,1.0,17.0,2,.,1.0,1,0,4,2,2,24219,1,39,0.0,0,0.6659,1,11330.9999,1.0,630.0,525.0,4625.0,5.0,2997.0,1,137308.9999,4305.0,1395.0
3168,0,2,42.0,.,7,2579993,27,,0,0,2,,,,1,.,,1,0,5,1,3,28496,1,.,0.0,0,0.0599,0,5204.7999,1.0,102.0,0.0,2268.0,6.0,3396.0,2,14831.099900000001,953.0,299.7
3169,4,2,,.,2,2580003,51,,0,0,2,2.0,14.0,7.0,2,.,1.0,1,0,2,1,0,15989,1,48,0.0,0,.,0,4450.3501,3.0,1053.0,105.0,1247.0,5.0,903.0,1,4906.3501,2236.5,450.0
3170,2,4,,.,2,2580023,36,,1,0,9,2.0,1.0,2.0,2,.,1.0,1,0,5,1,3,28496,3,31,0.0,0,.,0,11483.1001,2.0,1051.0,435.0,5424.0,5.0,3208.0,1,1480.1001,4455.0,1045.0
3171,0,1,4.0,.,1,2580063,24,1.0,0,0,5,,1.0,,1,.,,1,1,1,2,0,12424,1,.,0.0,0,0.3145,0,9854.5,4.0,910.0,300.0,2091.0,5.0,4348.0,8,56535.5,5010.0,579.0
3172,6,3,47.0,.,3,2580073,50,1.0,1,0,9,2.0,8.0,10.0,3,.,1.0,1,0,3,1,0,18680,1,48,0.0,0,0.6992,2,16791.0,3.0,258.0,82.0,3036.0,5.0,5460.0,1,151551.0,4560.0,0.0
3173,0,2,42.0,.,8,2580083,36,,0,0,4,,,,0,.,,1,0,3,2,1,19219,1,.,0.0,0,0.1987,0,5325.0,1.0,1639.0,300.0,2626.0,0.0,2304.0,8,18120.0,54.0,19.0
3174,0,3,51.0,.,8,2580113,87,,0,0,4,,,,0,.,,1,0,1,2,0,11452,2,.,0.0,1,.,0,3340.5,3.0,195.0,240.0,1487.5,5.0,520.0,1,1259.0,825.0,39.0
3175,4,4,,.,2,2580153,47,,0,0,9,1.0,5.0,2.0,2,.,2.0,2,0,2,2,0,15989,2,55,0.0,0,.,3,13004.85,3.0,240.0,366.0,2329.0,5.0,4240.0,9,1490.85,8300.0,0.0
3176,2,3,,.,2,2580173,41,,0,0,5,1.0,9.0,10.0,2,.,1.0,1,0,5,2,2,29213,2,49,0.0,0,0.2621,0,5483.2499,3.0,62.0,161.0,3140.0,5.0,2148.0,1,48459.249899999995,1290.0,174.0
3177,0,1,8.0,.,1,2580183,27,,0,0,5,,8.0,,1,.,,1,0,1,1,0,12424,1,.,0.0,0,0.2428,0,5019.75,4.0,1085.0,145.0,1830.0,0.0,1138.0,8,44420.75,540.0,255.0
3178,1,3,45.0,.,1,2580233,30,,0,0,4,,6.0,,1,.,,2,0,2,2,0,15989,2,.,0.0,1,0.1887,1,3237.1999,3.0,138.0,114.0,1088.5,5.0,1300.0,1,19728.9999,2334.0,419.7
3179,8,3,29.0,.,6,2580253,56,1.0,2,3000,8,1.0,,3.0,2,.,1.0,1,0,3,2,0,18680,2,57,0.0,0,0.6507,4,27584.0001,2.0,522.0,522.0,5160.0,5.0,5626.0,1,125694.5001,8070.0,12626.0
3180,0,2,12.0,.,8,2580273,72,,1,0,1,1.0,,,0,.,1.0,1,0,2,2,0,14430,1,87,0.0,2,0.0284,0,1048.0,3.0,0.0,0.0,25.0,5.0,1170.0,9,3000.0,189.0,360.0
3181,1,4,34.0,.,5,2580283,39,,0,0,9,1.0,,1.0,1,.,1.0,1,0,4,2,2,24219,3,41,0.0,0,.,0,13579.4426,1.0,230.0,90.0,6655.0,5.0,5345.0,1,2654.4426,2700.0,0.0
3182,0,1,34.0,.,7,2580293,70,,0,0,4,,,,1,.,,2,0,3,2,1,19219,1,.,0.0,1,0.2151,0,5056.95,1.0,0.0,0.0,2987.0,0.0,1788.0,8,28467.25,0.0,699.7
3183,3,3,,.,2,2580333,29,,0,0,8,1.0,5.0,14.0,2,.,1.0,1,0,4,2,2,24219,3,30,0.0,0,0.6085,0,17621.5001,4.0,705.0,468.0,4404.0,0.0,12131.0,1,119128.5001,7073.0,-100.0
3184,3,8,48.0,.,2,2580343,39,,1,0,9,2.0,10.0,9.0,2,.,1.0,1,0,7,1,5,35740,3,40,0.0,0,0.9875,1,30437.8852,3.0,100.0,1156.0,11079.0,0.0,15700.0,1,675406.8852,11300.0,0.0
3185,1,1,17.0,.,1,2580353,47,,0,0,7,,10.0,,1,.,,1,0,1,1,0,12424,1,.,0.0,0,.,0,5909.9999,2.0,351.0,168.0,2056.0,6.0,2084.0,8,822.9999,2486.0,520.0
3186,2,4,10.0,.,3,2580363,49,,1,0,9,2.0,15.0,3.0,3,.,4.0,4,0,3,1,1,19219,3,48,0.0,0,0.9219,0,16072.1999,3.0,1500.0,453.0,6152.75,5.0,5000.0,1,268984.4499,3150.0,840.0
3187,1,2,4.0,.,1,2580383,52,,0,0,2,,4.0,,1,.,,1,0,2,2,1,16460,1,.,0.0,0,0.0528,0,4261.4001,4.0,180.0,255.0,1286.5,5.0,3055.0,1,14134.900099999999,2536.0,0.0
3188,1,3,,.,1,2580415,22,,0,0,4,,3.0,,1,.,,1,0,1,1,0,12424,1,.,0.0,0,.,1,2344.85,2.0,90.0,0.0,1035.0,0.0,1060.0,1,314.85,900.0,0.0
3189,2,2,12.0,.,5,2580433,45,1.0,0,0,8,1.0,,10.0,1,.,1.0,1,0,4,2,2,24219,2,53,0.0,0,.,0,9705.9499,3.0,325.0,576.0,3288.0,5.0,3514.0,8,1019.9499,6840.0,588.0
3190,1,3,13.0,.,8,2580443,62,,0,0,4,2.0,,,0,.,1.0,1,0,2,1,0,15989,2,63,0.0,0,0.2136,0,7084.0,3.0,180.0,165.0,2291.0,5.0,4290.0,1,19318.0,1390.0,1091.0
3191,0,3,33.0,.,8,2580463,81,,1,0,5,,,,0,.,,1,0,1,2,0,11452,1,.,0.0,1,0.2262,0,12933.7,1.0,0.0,366.0,8926.0,6.0,4000.0,3,20256.0,2.75,1966.7
3192,1,4,10.0,.,1,2580503,64,,1,500,8,,1.0,,1,.,,1,0,2,1,0,15989,1,.,0.0,0,0.5741,1,12965.3002,3.0,1220.0,495.0,6088.5,6.0,4170.0,1,111289.8002,4184.0,82.0
3193,1,2,31.0,.,1,2580523,52,,0,0,5,,1.0,,1,.,,1,0,1,2,0,12424,1,.,0.0,0,0.329,1,8312.7501,2.0,210.0,330.0,3364.0,0.0,1300.0,8,58554.750100000005,4420.0,1050.0
3194,2,4,6.0,.,2,2580543,35,1.0,0,0,9,2.0,15.0,4.0,2,.,1.0,1,0,7,1,5,35740,3,37,0.0,0,0.8918,1,27526.75,4.0,884.0,927.0,14830.0,5.0,8500.0,1,251379.75,4619.0,1070.0
3195,2,4,24.0,.,2,2580583,45,,1,0,9,2.0,1.0,3.0,2,.,1.0,1,0,4,1,2,24219,2,43,0.0,0,.,0,50237.0,3.0,560.0,87.0,6209.0,5.0,5100.0,1,153081.0,38866.0,1222.0
3196,4,3,51.0,.,2,2580593,69,,0,0,9,2.0,7.0,5.0,2,.,1.0,1,0,2,1,0,14430,3,64,0.0,1,0.4102,1,56615.4,3.0,1011.0,311.0,4585.0,5.0,6397.0,4,38048.7,62338.0,1243.7
3197,0,3,,.,1,2580603,63,,0,0,7,,10.0,,1,.,,1,0,1,2,0,12424,2,.,0.0,0,0.4529,0,10769.5,4.0,2886.0,81.0,4817.5,0.0,2897.0,1,80766.0,2760.0,0.0
3198,1,3,20.0,.,1,2580613,53,,1,0,8,,3.0,,1,.,,1,0,1,1,0,12424,1,.,0.0,0,0.5327,1,8449.2501,2.0,1344.0,76.0,1790.0,5.0,2729.0,1,102215.2501,3644.0,377.0
3199,1,4,21.0,.,5,2580633,30,,0,0,3,1.0,,13.0,1,.,1.0,1,0,6,2,4,31911,1,35,0.0,0,0.0935,0,5967.7499,3.0,440.0,150.0,1790.0,5.0,4370.0,1,13379.749899999999,1860.0,48.0
3200,1,2,12.0,.,7,2580643,55,,0,0,8,,,,1,.,,2,1,3,1,0,18680,1,.,0.0,0,0.2777,0,7527.1001,3.0,0.0,282.0,1907.0,0.0,3624.0,1,25566.4001,6245.0,505.7
3201,1,3,51.0,.,1,2580653,51,,1,0,9,,3.0,,1,.,,1,0,3,2,1,19219,3,.,0.0,0,0.7711,0,8382.2501,3.0,0.0,468.0,3674.0,5.0,4497.0,3,179802.2501,2991.0,0.0
3202,3,3,,.,2,2580663,57,1.0,0,10000,9,2.0,15.0,5.0,2,.,1.0,1,0,3,1,1,19219,2,46,0.0,0,0.9037,0,17704.1925,3.0,600.0,72.0,3654.0,5.0,5184.0,1,221838.1925,810.0,2290.0
3203,3,2,6.0,.,2,2580673,48,,0,0,9,1.0,4.0,1.0,2,.,1.0,1,0,4,2,2,24219,2,43,0.0,0,0.9139,2,21487.5,4.0,901.0,696.0,6262.0,5.0,9668.0,1,282677.5,3059.0,182.0
3204,2,3,48.0,.,2,2580683,60,,0,0,6,1.0,10.0,5.0,2,.,1.0,1,0,2,2,0,15989,2,67,0.0,1,0.4088,0,8434.2999,3.0,240.0,230.0,3819.0,5.0,3033.0,1,59811.5999,2680.0,699.7
3205,0,2,13.0,.,1,2580703,31,,1,0,6,,10.0,,1,.,,2,0,1,2,0,12424,1,.,0.0,0,0.3589,0,4668.7501,3.0,135.0,231.0,2961.0,5.0,1430.0,2,62996.750100000005,558.0,0.0
3206,4,3,26.0,.,1,2580723,63,,1,10000,9,,6.0,,1,.,,1,0,1,1,0,12424,1,.,0.0,0,0.739,2,27629.2501,2.0,1418.0,156.0,5248.0,5.0,6388.0,1,156009.2501,5035.0,800.0
3207,1,3,42.0,.,1,2580733,49,,0,0,8,,5.0,,1,.,,1,0,1,1,0,12424,1,.,0.0,0,0.5752,1,6966.7999,1.0,248.0,513.0,3112.25,6.0,2118.0,1,111185.5499,2028.0,436.0
3208,2,3,36.0,.,7,2580743,87,,0,0,8,,,,1,.,,1,0,3,1,0,18680,1,.,0.0,2,0.3017,2,6288.55,1.0,310.0,300.0,1977.5,0.0,2260.0,1,27128.65,2340.0,934.4
3209,1,3,,.,2,2580763,24,,1,0,6,2.0,11.0,14.0,2,.,1.0,1,0,5,1,3,28496,1,25,0.0,0,0.3811,1,7409.3501,1.0,876.0,124.0,2974.0,0.0,3813.0,1,61179.350099999996,2188.0,3.0
3210,0,2,42.0,.,1,2580773,63,,0,0,9,1.0,3.0,,1,.,1.0,1,1,2,2,0,15989,1,69,0.0,1,0.7791,0,8717.2001,1.0,457.0,0.0,2733.0,6.0,2246.0,1,158729.5001,1950.0,1170.7
3211,2,3,25.0,.,8,2580833,63,1.0,0,0,5,1.0,,,0,.,1.0,1,0,2,2,0,15989,5,65,0.0,1,0.2524,1,26338.45,1.0,1075.0,328.0,13971.0,5.0,5036.0,4,23059.0,3747.0,2185.7
3212,1,2,17.0,.,5,2580843,32,,0,0,3,1.0,,17.0,1,.,1.0,1,0,5,2,3,28496,2,40,0.0,0,0.0849,0,4665.25,2.0,0.0,240.0,2794.0,5.0,1860.0,1,20191.25,1800.0,0.0
3213,2,3,12.0,.,2,2580853,40,1.0,0,0,8,1.0,1.0,7.0,2,.,2.0,2,0,4,2,1,25030,2,44,0.0,0,.,1,13693.3001,3.0,404.0,585.0,5028.0,5.0,8580.0,5,87292.3001,5198.0,0.0
3214,6,3,,.,7,2580863,67,,0,0,9,2.0,,,1,.,1.0,1,0,4,1,1,25030,3,61,0.0,1,.,1,9615.8001,3.0,722.0,555.0,3286.0,6.0,5430.0,1,365.6001,2704.0,775.7
3215,1,4,42.0,.,8,2580883,87,,0,0,3,,,,0,.,,1,0,1,2,0,11452,2,.,0.0,1,0.1362,1,9040.45,1.0,238.0,60.0,2116.75,5.0,1580.0,1,13875.0,456.0,4997.7
3216,2,3,2.0,.,7,2580893,34,,1,0,8,,,,1,.,,1,0,2,2,0,15989,2,.,0.0,0,0.6127,1,6653.1999,4.0,400.0,249.0,1899.0,0.0,1791.0,1,103579.4999,1439.0,627.7
3217,2,2,55.0,.,4,2580903,45,,1,0,5,,13.0,,2,.,,1,0,2,1,0,15989,1,.,0.0,0,0.1131,2,3075.5499,2.0,25.0,108.0,1102.75,6.0,916.0,9,24431.799899999998,2920.0,0.0
3218,2,3,6.0,.,7,2580913,26,,0,0,9,,,,2,.,,1,0,3,1,0,18680,2,.,0.0,0,0.8161,1,16936.5,4.0,701.0,318.0,7111.0,0.0,4886.0,1,201912.5,3444.25,60.0
3219,0,2,48.0,.,8,2580923,51,,0,0,6,,,,0,.,,2,0,1,2,0,12424,2,.,0.0,0,0.3764,0,13017.75,3.0,1135.0,624.0,8679.75,5.0,3830.0,2,33000.0,2080.0,0.0
3220,2,1,6.0,.,2,2580953,31,1.0,0,0,8,1.0,5.0,10.0,2,.,1.0,1,0,3,2,1,19219,1,35,0.0,0,0.2638,2,8072.4501,4.0,100.0,330.0,3850.0,5.0,3199.0,6,49919.4501,2193.0,0.0
